Sl. No.,Branch,Sem,Code,Register Number
687,AIML,7,U23CB104,722823148048
688,AIML,7,U23CS522,722823148048
689,AIML,7,U23IT483,722823148048
690,AIML,7,U23OME07,722823148048
691,AIML,7,U23AD511,722823148048
692,AIML,7,U23CB103,722823148051
693,AIML,7,U23CB104,722823148051
694,AIML,7,U23CS522,722823148051
695,AIML,7,U23IT483,722823148051
696,AIML,7,U23OME07,722823148051
697,AIML,7,U23AD511,722823148051
698,AIML,7,U23CB103,722823148056
699,AIML,7,U23CB104,722823148056
700,AIML,7,U23CS522,722823148056
701,AIML,7,U23IT483,722823148056
702,AIML,7,U23OME07,722823148056
703,AIML,7,U23AD511,722823148056
704,CCE,3,U23MA207,722825134052
705,CCE,3,U23CS403,722825134052
706,CCE,3,U23CS404,722825134052
707,CCE,3,U23EC382,722825134052
708,CCE,3,U23CS491,722825134052
709,CCE,7,U23CB103,722823134014
710,CCE,7,U23CB104,722823134014
711,CCE,7,U23CC583,722823134014
712,CCE,7,U23OME06,722823134014
713,CCE,5,U23CC401,722824134062
714,CCE,5,U23CC483,722824134062
715,CCE,5,U23IT402,722824134062
716,CCE,5,U23AM498,722824134062
717,CCE,5,U23CB593,722824134062
718,CCE,5,U23AD491,722824134062
719,CCE,5,U23CC401,722824134501
720,CCE,5,U23CC483,722824134501
721,CCE,5,U23IT402,722824134501
722,CCE,5,U23AM498,722824134501
723,CCE,5,U23CB593,722824134501
724,CCE,5,U23AD491,722824134501
725,CCE,5,U23CC401,722824134301
726,CCE,5,U23CC483,722824134301
727,CCE,5,U23IT402,722824134301
728,CCE,5,U23AM498,722824134301
729,CCE,5,U23CB593,722824134301
730,CCE,5,U23AD491,722824134301
731,CCE,7,U23CB103,722823134054
732,CCE,7,U23CB104,722823134054
733,CCE,7,U23CC583,722823134054
734,CCE,7,U23OME06,722823134054
735,CCE,7,U23CB103,722823134052
736,CCE,7,U23CB104,722823134052
737,CCE,7,U23CC583,722823134052
738,CCE,7,U23OME06,722823134052
739,CCE,3,U23MA207,722825134022
740,CCE,3,U23CS403,722825134022
741,CCE,3,U23CS404,722825134022
742,CCE,3,U23EC382,722825134022
743,CCE,3,U23CS491,722825134022
744,CCE,3,U23MA207,722825134015
745,CCE,3,U23CS403,722825134015
746,CCE,3,U23CS404,722825134015
747,CCE,3,U23EC382,722825134015
748,CCE,3,U23CS491,722825134015
749,CCE,5,U23CC401,722824134034
750,CCE,5,U23CC483,722824134034
751,CCE,5,U23IT402,722824134034
752,CCE,5,U23AM498,722824134034
753,CCE,5,U23CB593,722824134034
754,CCE,5,U23AD491,722824134034
755,CSBS,7,U23CB582,722823244008
756,CSBS,7,U23CB403,722823244008
757,CSBS,7,U23CB491,722823244008
758,CSBS,7,U23CB514,722823244008
759,CSBS,7,U23OME07,722823244008
760,CSBS,7,U23CB582,722823244018
761,CSBS,7,U23CB403,722823244018
762,CSBS,7,U23CB491,722823244018
763,CSBS,7,U23CB514,722823244018
764,CSBS,7,U23OME07,722823244018
765,CSBS,3,U23MA204,722825244016
766,CSBS,3,U23CS403,722825244016
767,CSBS,3,U23CS404,722825244016
768,CSBS,3,U23EC382,722825244016
769,CSBS,3,U23CS491,722825244016
770,CSBS,3,U23MA281,722825244016
771,CSBS,3,U23MA204,722825244054
772,CSBS,3,U23CS403,722825244054
773,CSBS,3,U23CS404,722825244054
774,CSBS,3,U23EC382,722825244054
775,CSBS,3,U23CS491,722825244054
776,CSBS,3,U23MA281,722825244054
777,CSBS,3,U23MA204,722825244063
778,CSBS,3,U23CS403,722825244063
779,CSBS,3,U23CS404,722825244063
780,CSBS,3,U23EC382,722825244063
781,CSBS,3,U23CS491,722825244063
782,CSBS,3,U23MA281,722825244063
783,CSBS,7,U23CB582,722823244033
784,CSBS,7,U23CB403,722823244033
785,CSBS,7,U23CB491,722823244033
786,CSBS,7,U23CB514,722823244033
787,CSBS,7,U23OME07,722823244033
788,CSBS,5,U23CB582,722824244036
789,CSBS,5,U23CS405,722824244036
790,CSBS,5,U23OEC84,722824244036
791,CSBS,5,U23IT402,722824244036
792,CSBS,5,U23AM495,722824244036
793,CSBS,5,U23CB593,722824244036
794,CSBS,5,U23IT481,722824244036
795,CSBS,5,U23CB514,722824244036
796,CSBS,5,U23CB582,722824244040
797,CSBS,5,U23CS405,722824244040
798,CSBS,5,U23OEC84,722824244040
799,CSBS,5,U23IT402,722824244040
800,CSBS,5,U23AM495,722824244040
801,CSBS,5,U23CB593,722824244040
802,CSBS,5,U23IT481,722824244040
803,CSBS,5,U23CB514,722824244040
804,CSBS,5,U23CB582,722824244046
805,CSBS,5,U23CS405,722824244046
806,CSBS,5,U23OEC84,722824244046
807,CSBS,5,U23IT402,722824244046
808,CSBS,5,U23AM495,722824244046
809,CSBS,5,U23CB593,722824244046
810,CSBS,5,U23IT481,722824244046
811,CSBS,5,U23CB514,722824244046
812,CSBS,3,U23MA204,722825244015
813,CSBS,3,U23CS403,722825244015
814,CSBS,3,U23CS404,722825244015
815,CSBS,3,U23EC382,722825244015
816,CSBS,3,U23CS491,722825244015
817,CSBS,3,U23MA281,722825244015
818,CSBS,3,U23MA204,722825244032
819,CSBS,3,U23CS403,722825244032
820,CSBS,3,U23CS404,722825244032
821,CSBS,3,U23EC382,722825244032
822,CSBS,3,U23CS491,722825244032
823,CSBS,3,U23MA281,722825244032
824,CSBS,3,U23MA204,722825244004
825,CSBS,3,U23CS403,722825244004
826,CSBS,3,U23CS404,722825244004
827,CSBS,3,U23EC382,722825244004
828,CSBS,3,U23CS491,722825244004
829,CSBS,3,U23MA281,722825244004
830,CSBS,3,U23MA204,722825244046
831,CSBS,3,U23CS403,722825244046
832,CSBS,3,U23CS404,722825244046
833,CSBS,3,U23EC382,722825244046
834,CSBS,3,U23CS491,722825244046
835,CSBS,3,U23MA281,722825244046
836,CSBS,3,U23MA204,722825244013
837,CSBS,3,U23CS403,722825244013
838,CSBS,3,U23CS404,722825244013
839,CSBS,3,U23EC382,722825244013
840,CSBS,3,U23CS491,722825244013
841,CSBS,3,U23MA281,722825244013
842,CSBS,5,U23CB582,722824244029
843,CSBS,5,U23CS405,722824244029
844,CSBS,5,U23OEC84,722824244029
845,CSBS,5,U23IT402,722824244029
846,CSBS,5,U23AM495,722824244029
847,CSBS,5,U23CB593,722824244029
848,CSBS,5,U23IT481,722824244029
849,CSBS,5,U23CB514,722824244029
850,CSBS,5,U23CB582,722824244010
851,CSBS,5,U23CS405,722824244010
852,CSBS,5,U23OEC84,722824244010
853,CSBS,5,U23IT402,722824244010
854,CSBS,5,U23AM495,722824244010
855,CSBS,5,U23CB593,722824244010
856,CSBS,5,U23IT481,722824244010
857,CSBS,5,U23CB514,722824244010
858,CSBS,5,U23CB582,722824244301
859,CSBS,5,U23CS405,722824244301
860,CSBS,5,U23OEC84,722824244301
861,CSBS,5,U23IT402,722824244301
862,CSBS,5,U23AM495,722824244301
863,CSBS,5,U23CB593,722824244301
864,CSBS,5,U23IT481,722824244301
865,CSBS,5,U23CB514,722824244301
866,CSE,7,U23CB103,722823104131
867,CSE,7,U23CB104,722823104131
868,CSE,7,U23IT483,722823104131
869,CSE,7,U23CS531,722823104131
870,CSE,7,U23OEC84,722823104131
871,CSE,3,U23MA204,722825104035
872,CSE,3,U23CS403,722825104035
873,CSE,3,U23CS404,722825104035
874,CSE,3,U23AM495,722825104035
875,CSE,3,U23CS491,722825104035
876,CSE,3,U23IT481,722825104035
877,CSE,3,U23MA204,722825104062
878,CSE,3,U23CS403,722825104062
879,CSE,3,U23CS404,722825104062
880,CSE,3,U23AM495,722825104062
881,CSE,3,U23CS491,722825104062
882,CSE,3,U23IT481,722825104062
883,CSE,3,U23MA204,722825104133
884,CSE,3,U23CS403,722825104133
885,CSE,3,U23CS404,722825104133
886,CSE,3,U23AM495,722825104133
887,CSE,3,U23CS491,722825104133
888,CSE,3,U23IT481,722825104133
889,CSE,3,U23MA204,722825104063
890,CSE,3,U23CS403,722825104063
891,CSE,3,U23CS404,722825104063
892,CSE,3,U23AM495,722825104063
893,CSE,3,U23CS491,722825104063
894,CSE,3,U23IT481,722825104063
895,CSE,3,U23MA204,722825104155
896,CSE,3,U23CS403,722825104155
897,CSE,3,U23CS404,722825104155
898,CSE,3,U23AM495,722825104155
899,CSE,3,U23CS491,722825104155
900,CSE,3,U23IT481,722825104155
901,CSE,3,U23MA204,722825104184
902,CSE,3,U23CS403,722825104184
903,CSE,3,U23CS404,722825104184
904,CSE,3,U23AM495,722825104184
905,CSE,3,U23CS491,722825104184
906,CSE,3,U23IT481,722825104184
907,CSE,3,U23MA204,722825104240
908,CSE,3,U23CS403,722825104240
909,CSE,3,U23CS404,722825104240
910,CSE,3,U23AM495,722825104240
911,CSE,3,U23CS491,722825104240
912,CSE,3,U23IT481,722825104240
913,CSE,3,U23MA204,722825104215
914,CSE,3,U23CS403,722825104215
915,CSE,3,U23CS404,722825104215
916,CSE,3,U23AM495,722825104215
917,CSE,3,U23CS491,722825104215
918,CSE,3,U23IT481,722825104215
919,CSE,3,U23MA204,722825104231
920,CSE,3,U23CS403,722825104231
921,CSE,3,U23CS404,722825104231
922,CSE,3,U23AM495,722825104231
923,CSE,3,U23CS491,722825104231
924,CSE,3,U23IT481,722825104231
925,CSE,7,U23CB103,722823104156
926,CSE,7,U23CB104,722823104156
927,CSE,7,U23IT483,722823104156
928,CSE,7,U23CS531,722823104156
929,CSE,7,U23OEC84,722823104156
930,CSE,5,U23CS405,722824104126
931,CSE,5,U23EC383,722824104126
932,CSE,5,U23CS584,722824104126
933,CSE,5,U23CS591,722824104126
934,CSE,5,U23CC583,722824104126
935,CSE,5,U23IT593,722824104126
936,CSE,5,U23EC382,722824104126
937,CSE,5,U23CB593,722824104126
938,CSE,5,U23AD491,722824104126
939,CSE,7,U23CB103,722823104096
940,CSE,7,U23CB104,722823104096
941,CSE,7,U23IT483,722823104096
942,CSE,7,U23CS531,722823104096
943,CSE,7,U23OEC84,722823104096
944,CSE,7,U23CB103,722823104173
945,CSE,7,U23CB104,722823104173
946,CSE,7,U23IT483,722823104173
947,CSE,7,U23CS531,722823104173
948,CSE,7,U23OEC84,722823104173
949,CSE,5,U23CS405,722824104309
950,CSE,5,U23EC383,722824104309
951,CSE,5,U23CS584,722824104309
952,CSE,5,U23CS591,722824104309
953,CSE,5,U23CC583,722824104309
954,CSE,5,U23IT593,722824104309
955,CSE,5,U23EC382,722824104309
956,CSE,5,U23CB593,722824104309
957,CSE,5,U23AD491,722824104309
958,CSE,7,U23CB103,722823104099
959,CSE,7,U23CB104,722823104099
960,CSE,7,U23IT483,722823104099
961,CSE,7,U23CS531,722823104099
962,CSE,7,U23OEC84,722823104099
963,CSE,5,U23CS405,722824104019
964,CSE,5,U23EC383,722824104019
965,CSE,5,U23CS584,722824104019
966,CSE,5,U23CS591,722824104019
967,CSE,5,U23CC583,722824104019
968,CSE,5,U23IT593,722824104019
969,CSE,5,U23EC382,722824104019
970,CSE,5,U23CB593,722824104019
971,CSE,5,U23AD491,722824104019
972,CSE,5,U23CS405,722824104029
973,CSE,5,U23EC383,722824104029
974,CSE,5,U23CS584,722824104029
975,CSE,5,U23CS591,722824104029
976,CSE,5,U23CC583,722824104029
977,CSE,5,U23IT593,722824104029
978,CSE,5,U23EC382,722824104029
979,CSE,5,U23CB593,722824104029
980,CSE,5,U23AD491,722824104029
981,CSE,5,U23CS405,722824104186
982,CSE,5,U23EC383,722824104186
983,CSE,5,U23CS584,722824104186
984,CSE,5,U23CS591,722824104186
985,CSE,5,U23CC583,722824104186
986,CSE,5,U23IT593,722824104186
987,CSE,5,U23EC382,722824104186
988,CSE,5,U23CB593,722824104186
989,CSE,5,U23AD491,722824104186
990,CSE,5,U23CS405,722824104222
991,CSE,5,U23EC383,722824104222
992,CSE,5,U23CS584,722824104222
993,CSE,5,U23CS591,722824104222
994,CSE,5,U23CC583,722824104222
995,CSE,5,U23IT593,722824104222
996,CSE,5,U23EC382,722824104222
997,CSE,5,U23CB593,722824104222
998,CSE,5,U23AD491,722824104222
999,CSE,3,U23MA204,722825104101
1000,CSE,3,U23CS403,722825104101
1001,CSE,3,U23CS404,722825104101
1002,CSE,3,U23AM495,722825104101
1003,CSE,3,U23CS491,722825104101
1004,CSE,3,U23IT481,722825104101
1005,CSE,3,U23MA204,722825104105
1006,CSE,3,U23CS403,722825104105
1007,CSE,3,U23CS404,722825104105
1008,CSE,3,U23AM495,722825104105
1009,CSE,3,U23CS491,722825104105
1010,CSE,3,U23IT481,722825104105
1011,CSE,3,U23MA204,722825104169
1012,CSE,3,U23CS403,722825104169
1013,CSE,3,U23CS404,722825104169
1014,CSE,3,U23AM495,722825104169
1015,CSE,3,U23CS491,722825104169
1016,CSE,3,U23IT481,722825104169
1017,CSE,3,U23MA204,722825104235
1018,CSE,3,U23CS403,722825104235
1019,CSE,3,U23CS404,722825104235
1020,CSE,3,U23AM495,722825104235
1021,CSE,3,U23CS491,722825104235
1022,CSE,3,U23IT481,722825104235
1023,CSE,3,U23MA204,722825104220
1024,CSE,3,U23CS403,722825104220
1025,CSE,3,U23CS404,722825104220
1026,CSE,3,U23AM495,722825104220
1027,CSE,3,U23CS491,722825104220
1028,CSE,3,U23IT481,722825104220
1029,CSE,3,U23MA204,722825104080
1030,CSE,3,U23CS403,722825104080
1031,CSE,3,U23CS404,722825104080
1032,CSE,3,U23AM495,722825104080
1033,CSE,3,U23CS491,722825104080
1034,CSE,3,U23IT481,722825104080
1035,CSE,3,U23MA204,722825104149
1036,CSE,3,U23CS403,722825104149
1037,CSE,3,U23CS404,722825104149
1038,CSE,3,U23AM495,722825104149
1039,CSE,3,U23CS491,722825104149
1040,CSE,3,U23IT481,722825104149
1041,CSE,3,U23MA204,722825104158
1042,CSE,3,U23CS403,722825104158
1043,CSE,3,U23CS404,722825104158
1044,CSE,3,U23AM495,722825104158
1045,CSE,3,U23CS491,722825104158
1046,CSE,3,U23IT481,722825104158
1047,CSE,3,U23MA204,722825104092
1048,CSE,3,U23CS403,722825104092
1049,CSE,3,U23CS404,722825104092
1050,CSE,3,U23AM495,722825104092
1051,CSE,3,U23CS491,722825104092
1052,CSE,3,U23IT481,722825104092
1053,CSE,3,U23MA204,722825104117
1054,CSE,3,U23CS403,722825104117
1055,CSE,3,U23CS404,722825104117
1056,CSE,3,U23AM495,722825104117
1057,CSE,3,U23CS491,722825104117
1058,CSE,3,U23IT481,722825104117
1059,CSE,3,U23MA204,722825104132
1060,CSE,3,U23CS403,722825104132
1061,CSE,3,U23CS404,722825104132
1062,CSE,3,U23AM495,722825104132
1063,CSE,3,U23CS491,722825104132
1064,CSE,3,U23IT481,722825104132
1065,CSE,5,U23CS405,722824104008
1066,CSE,5,U23EC383,722824104008
1067,CSE,5,U23CS584,722824104008
1068,CSE,5,U23CS591,722824104008
1069,CSE,5,U23CC583,722824104008
1070,CSE,5,U23IT593,722824104008
1071,CSE,5,U23EC382,722824104008
1072,CSE,5,U23CB593,722824104008
1073,CSE,5,U23AD491,722824104008
1074,CSE,5,U23CS405,722824104013
1075,CSE,5,U23EC383,722824104013
1076,CSE,5,U23CS584,722824104013
1077,CSE,5,U23CS591,722824104013
1078,CSE,5,U23CC583,722824104013
1079,CSE,5,U23IT593,722824104013
1080,CSE,5,U23EC382,722824104013
1081,CSE,5,U23CB593,722824104013
1082,CSE,5,U23AD491,722824104013
1083,CSE,5,U23CS405,722824104015
1084,CSE,5,U23EC383,722824104015
1085,CSE,5,U23CS584,722824104015
1086,CSE,5,U23CS591,722824104015
1087,CSE,5,U23CC583,722824104015
1088,CSE,5,U23IT593,722824104015
1089,CSE,5,U23EC382,722824104015
1090,CSE,5,U23CB593,722824104015
1091,CSE,5,U23AD491,722824104015
1092,CSE,5,U23CS405,722824104022
1093,CSE,5,U23EC383,722824104022
1094,CSE,5,U23CS584,722824104022
1095,CSE,5,U23CS591,722824104022
1096,CSE,5,U23CC583,722824104022
1097,CSE,5,U23IT593,722824104022
1098,CSE,5,U23EC382,722824104022
1099,CSE,5,U23CB593,722824104022
1100,CSE,5,U23AD491,722824104022
1101,CSE,5,U23CS405,722824104026
1102,CSE,5,U23EC383,722824104026
1103,CSE,5,U23CS584,722824104026
1104,CSE,5,U23CS591,722824104026
1105,CSE,5,U23CC583,722824104026
1106,CSE,5,U23IT593,722824104026
1107,CSE,5,U23EC382,722824104026
1108,CSE,5,U23CB593,722824104026
1109,CSE,5,U23AD491,722824104026
1110,CSE,5,U23CS405,722824104049
1111,CSE,5,U23EC383,722824104049
1112,CSE,5,U23CS584,722824104049
1113,CSE,5,U23CS591,722824104049
1114,CSE,5,U23CC583,722824104049
1115,CSE,5,U23IT593,722824104049
1116,CSE,5,U23EC382,722824104049
1117,CSE,5,U23CB593,722824104049
1118,CSE,5,U23AD491,722824104049
1119,CSE,5,U23CS405,722824104062
1120,CSE,5,U23EC383,722824104062
1121,CSE,5,U23CS584,722824104062
1122,CSE,5,U23CS591,722824104062
1123,CSE,5,U23CC583,722824104062
1124,CSE,5,U23IT593,722824104062
1125,CSE,5,U23EC382,722824104062
1126,CSE,5,U23CB593,722824104062
1127,CSE,5,U23AD491,722824104062
1128,CSE,5,U23CS405,722824104263
1129,CSE,5,U23EC383,722824104263
1130,CSE,5,U23CS584,722824104263
1131,CSE,5,U23CS591,722824104263
1132,CSE,5,U23CC583,722824104263
1133,CSE,5,U23IT593,722824104263
1134,CSE,5,U23EC382,722824104263
1135,CSE,5,U23CB593,722824104263
1136,CSE,5,U23AD491,722824104263
1137,CSE,5,U23CS405,722824104317
1138,CSE,5,U23EC383,722824104317
1139,CSE,5,U23CS584,722824104317
1140,CSE,5,U23CS591,722824104317
1141,CSE,5,U23CC583,722824104317
1142,CSE,5,U23IT593,722824104317
1143,CSE,5,U23EC382,722824104317
1144,CSE,5,U23CB593,722824104317
1145,CSE,5,U23AD491,722824104317
1146,CSE,5,U23CS405,722824104319
1147,CSE,5,U23EC383,722824104319
1148,CSE,5,U23CS584,722824104319
1149,CSE,5,U23CS591,722824104319
1150,CSE,5,U23CC583,722824104319
1151,CSE,5,U23IT593,722824104319
1152,CSE,5,U23EC382,722824104319
1153,CSE,5,U23CB593,722824104319
1154,CSE,5,U23AD491,722824104319
1155,CSE,5,U23CS405,722824104083
1156,CSE,5,U23EC383,722824104083
1157,CSE,5,U23CS584,722824104083
1158,CSE,5,U23CS591,722824104083
1159,CSE,5,U23CC583,722824104083
1160,CSE,5,U23IT593,722824104083
1161,CSE,5,U23EC382,722824104083
1162,CSE,5,U23CB593,722824104083
1163,CSE,5,U23AD491,722824104083
1164,CSE,5,U23CS405,722824104041
1165,CSE,5,U23EC383,722824104041
1166,CSE,5,U23CS584,722824104041
1167,CSE,5,U23CS591,722824104041
1168,CSE,5,U23CC583,722824104041
1169,CSE,5,U23IT593,722824104041
1170,CSE,5,U23EC382,722824104041
1171,CSE,5,U23CB593,722824104041
1172,CSE,5,U23AD491,722824104041
1173,CSE,5,U23CS405,722824104044
1174,CSE,5,U23EC383,722824104044
1175,CSE,5,U23CS584,722824104044
1176,CSE,5,U23CS591,722824104044
1177,CSE,5,U23CC583,722824104044
1178,CSE,5,U23IT593,722824104044
1179,CSE,5,U23EC382,722824104044
1180,CSE,5,U23CB593,722824104044
1181,CSE,5,U23AD491,722824104044
1182,CSE,5,U23CS405,722824104121
1183,CSE,5,U23EC383,722824104121
1184,CSE,5,U23CS584,722824104121
1185,CSE,5,U23CS591,722824104121
1186,CSE,5,U23CC583,722824104121
1187,CSE,5,U23IT593,722824104121
1188,CSE,5,U23EC382,722824104121
1189,CSE,5,U23CB593,722824104121
1190,CSE,5,U23AD491,722824104121
1191,CSE,5,U23CS405,722824104107
1192,CSE,5,U23EC383,722824104107
1193,CSE,5,U23CS584,722824104107
1194,CSE,5,U23CS591,722824104107
1195,CSE,5,U23CC583,722824104107
1196,CSE,5,U23IT593,722824104107
1197,CSE,5,U23EC382,722824104107
1198,CSE,5,U23CB593,722824104107
1199,CSE,5,U23AD491,722824104107
1200,CSE,5,U23CS405,722824104079
1201,CSE,5,U23EC383,722824104079
1202,CSE,5,U23CS584,722824104079
1203,CSE,5,U23CS591,722824104079
1204,CSE,5,U23CC583,722824104079
1205,CSE,5,U23IT593,722824104079
1206,CSE,5,U23EC382,722824104079
1207,CSE,5,U23CB593,722824104079
1208,CSE,5,U23AD491,722824104079
1209,CSE,7,U23CB103,722823104117
1210,CSE,7,U23CB104,722823104117
1211,CSE,7,U23IT483,722823104117
1212,CSE,7,U23CS531,722823104117
1213,CSE,7,U23OEC84,722823104117
1214,CSE,7,U23CB103,722823104027
1215,CSE,7,U23CB104,722823104027
1216,CSE,7,U23IT483,722823104027
1217,CSE,7,U23CS531,722823104027
1218,CSE,7,U23OEC84,722823104027
1219,CSE,7,U23CB103,722823104135
1220,CSE,7,U23CB104,722823104135
1221,CSE,7,U23IT483,722823104135
1222,CSE,7,U23CS531,722823104135
1223,CSE,7,U23OEC84,722823104135
1224,CSE,7,U23CB103,722823104158
1225,CSE,7,U23CB104,722823104158
1226,CSE,7,U23IT483,722823104158
1227,CSE,7,U23CS531,722823104158
1228,CSE,7,U23OEC84,722823104158
1229,CSE,7,U23CB103,722823104183
1230,CSE,7,U23CB104,722823104183
1231,CSE,7,U23IT483,722823104183
1232,CSE,7,U23CS531,722823104183
1233,CSE,7,U23OEC84,722823104183
1234,CSE,7,U23CB103,722823104189
1235,CSE,7,U23CB104,722823104189
1236,CSE,7,U23IT483,722823104189
1237,CSE,7,U23CS531,722823104189
1238,CSE,7,U23OEC84,722823104189
1239,CSE,7,U23CB103,722823104304
1240,CSE,7,U23CB104,722823104304
1241,CSE,7,U23IT483,722823104304
1242,CSE,7,U23CS531,722823104304
1243,CSE,7,U23OEC84,722823104304
1244,CSE,7,U23CB103,722823104168
1245,CSE,7,U23CB104,722823104168
1246,CSE,7,U23IT483,722823104168
1247,CSE,7,U23CS531,722823104168
1248,CSE,7,U23OEC84,722823104168
1249,CSY,3,U23MA211,722825149063
1250,CSY,3,U23CS403,722825149063
1251,CSY,3,U23CS404,722825149063
1252,CSY,3,U23SY483,722825149063
1253,CSY,3,U23CS491,722825149063
1254,CSY,3,U23EC384,722825149063
1255,CSY,3,U23MA211,722825149006
1256,CSY,3,U23CS403,722825149006
1257,CSY,3,U23CS404,722825149006
1258,CSY,3,U23SY483,722825149006
1259,CSY,3,U23CS491,722825149006
1260,CSY,3,U23EC384,722825149006
1261,CSY,3,U23MA211,722825149026
1262,CSY,3,U23CS403,722825149026
1263,CSY,3,U23CS404,722825149026
1264,CSY,3,U23SY483,722825149026
1265,CSY,3,U23CS491,722825149026
1266,CSY,3,U23EC384,722825149026
1267,CSY,3,U23MA211,722825149023
1268,CSY,3,U23CS403,722825149023
1269,CSY,3,U23CS404,722825149023
1270,CSY,3,U23SY483,722825149023
1271,CSY,3,U23CS491,722825149023
1272,CSY,3,U23EC384,722825149023
1273,CSY,3,U23MA211,722825149051
1274,CSY,3,U23CS403,722825149051
1275,CSY,3,U23CS404,722825149051
1276,CSY,3,U23SY483,722825149051
1277,CSY,3,U23CS491,722825149051
1278,CSY,3,U23EC384,722825149051
1279,CSY,3,U23MA211,722825149057
1280,CSY,3,U23CS403,722825149057
1281,CSY,3,U23CS404,722825149057
1282,CSY,3,U23SY483,722825149057
1283,CSY,3,U23CS491,722825149057
1284,CSY,3,U23EC384,722825149057
1285,CSY,3,U23MA211,722825149050
1286,CSY,3,U23CS403,722825149050
1287,CSY,3,U23CS404,722825149050
1288,CSY,3,U23SY483,722825149050
1289,CSY,3,U23CS491,722825149050
1290,CSY,3,U23EC384,722825149050
1291,CSY,5,U23SY402,722824149056
1292,CSY,5,U23SY484,722824149056
1293,CSY,5,U23CS584,722824149056
1294,CSY,5,U23CS591,722824149056
1295,CSY,5,U23CC583,722824149056
1296,CSY,5,U23IT593,722824149056
1297,CSY,5,U23EC382,722824149056
1298,CSY,5,U23CB593,722824149056
1299,CSY,5,U23SY491,722824149056
1300,CSY,5,U23SY402,722824149021
1301,CSY,5,U23SY484,722824149021
1302,CSY,5,U23CS584,722824149021
1303,CSY,5,U23CS591,722824149021
1304,CSY,5,U23CC583,722824149021
1305,CSY,5,U23IT593,722824149021
1306,CSY,5,U23EC382,722824149021
1307,CSY,5,U23CB593,722824149021
1308,CSY,5,U23SY491,722824149021
1309,ECE,3,U23MA207,722825106110
1310,ECE,3,U23EC403,722825106110
1311,ECE,3,U23OCS82,722825106110
1312,ECE,3,U23EC421,722825106110
1313,ECE,3,U23EC422,722825106110
1314,ECE,3,U23CS491,722825106110
1315,ECE,3,U23MA207,722825106166
1316,ECE,3,U23EC403,722825106166
1317,ECE,3,U23OCS82,722825106166
1318,ECE,3,U23EC421,722825106166
1319,ECE,3,U23EC422,722825106166
1320,ECE,3,U23CS491,722825106166
1321,ECE,5,U23EC492,722824106124
1322,ECE,5,U23EC407,722824106124
1323,ECE,5,U23EC408,722824106124
1324,ECE,5,U23EC482,722824106124
1325,ECE,5,U23EC514,722824106124
1326,ECE,5,U23EC581,722824106124
1327,ECE,5,U23EC592,722824106124
1328,ECE,5,U23EC595,722824106124
1329,ECE,5,U23EC492,722824106027
1330,ECE,5,U23EC407,722824106027
1331,ECE,5,U23EC408,722824106027
1332,ECE,5,U23EC482,722824106027
1333,ECE,5,U23EC514,722824106027
1334,ECE,5,U23EC581,722824106027
1335,ECE,5,U23EC592,722824106027
1336,ECE,5,U23EC595,722824106027
1337,ECE,5,U23EC492,722824106065
1338,ECE,5,U23EC407,722824106065
1339,ECE,5,U23EC408,722824106065
1340,ECE,5,U23EC482,722824106065
1341,ECE,5,U23EC514,722824106065
1342,ECE,5,U23EC581,722824106065
1343,ECE,5,U23EC592,722824106065
1344,ECE,5,U23EC595,722824106065
1345,ECE,3,U23MA207,722825106144
1346,ECE,3,U23EC403,722825106144
1347,ECE,3,U23OCS82,722825106144
1348,ECE,3,U23EC421,722825106144
1349,ECE,3,U23EC422,722825106144
1350,ECE,3,U23CS491,722825106144
1351,ECE,7,U23CB103,722823106016
1352,ECE,7,U23CB104,722823106016
1353,ECE,7,U23EC411,722823106016
1354,ECE,7,U23EC483,722823106016
1355,ECE,7,U23EC551,722823106016
1356,ECE,7,U23OME01,722823106016
1357,ECE,5,U23EC492,722824106132
1358,ECE,5,U23EC407,722824106132
1359,ECE,5,U23EC408,722824106132
1360,ECE,5,U23EC482,722824106132
1361,ECE,5,U23EC514,722824106132
1362,ECE,5,U23EC581,722824106132
1363,ECE,5,U23EC592,722824106132
1364,ECE,5,U23EC595,722824106132
1365,ECE,5,U23EC492,722824106141
1366,ECE,5,U23EC407,722824106141
1367,ECE,5,U23EC408,722824106141
1368,ECE,5,U23EC482,722824106141
1369,ECE,5,U23EC514,722824106141
1370,ECE,5,U23EC581,722824106141
1371,ECE,5,U23EC592,722824106141
1372,ECE,5,U23EC595,722824106141
1373,ECE,5,U23EC492,722824106178
1374,ECE,5,U23EC407,722824106178
1375,ECE,5,U23EC408,722824106178
1376,ECE,5,U23EC482,722824106178
1377,ECE,5,U23EC514,722824106178
1378,ECE,5,U23EC581,722824106178
1379,ECE,5,U23EC592,722824106178
1380,ECE,5,U23EC595,722824106178
1381,ECE,7,U23CB103,722823106303
1382,ECE,7,U23CB104,722823106303
1383,ECE,7,U23EC411,722823106303
1384,ECE,7,U23EC483,722823106303
1385,ECE,7,U23EC551,722823106303
1386,ECE,7,U23OME01,722823106303
1387,ECE,5,U23EC492,722824106034
1388,ECE,5,U23EC407,722824106034
1389,ECE,5,U23EC408,722824106034
1390,ECE,5,U23EC482,722824106034
1391,ECE,5,U23EC514,722824106034
1392,ECE,5,U23EC581,722824106034
1393,ECE,5,U23EC592,722824106034
